"id"	"duration"	"codec"	"width"	"height"	"bitrate"	"framerate"	"i"	"p"	"b"	"frames"	"i_size"	"p_size"	"b_size"	"size"	"o_codec"	"o_bitrate"	"o_framerate"	"o_width"	"o_height"	"umem"	"utime"
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	24	320	240	25164	1.332
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	24	480	360	29240	2.08
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	24	640	480	34308	2.932
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	24	1280	720	58540	5.724
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	24	1920	1080	102088	11.613
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	25	176	144	23868	0.824
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	25	320	240	25156	1.244
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	25	480	360	29256	2.012
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	25	640	480	34308	2.86
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	25	1280	720	58540	6.6
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	25	1920	1080	102088	11.429
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	29.97	176	144	24632	0.92
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	29.97	320	240	25160	1.104
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	29.97	480	360	29256	2.288
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	29.97	640	480	34316	2.54
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	29.97	1280	720	58772	7.12
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	56000	29.97	1920	1080	102092	13.517
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	12	176	144	24928	0.68
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	12	320	240	25168	1.06
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	12	480	360	29232	1.268
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	12	640	480	34312	1.7
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	12	1280	720	58536	3.264
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	12	1920	1080	102076	6.276
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	15	176	144	25344	0.672
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	15	320	240	25552	0.996
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	15	480	360	29232	1.26
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	15	640	480	34312	1.436
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	15	1280	720	58532	3.588
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	15	1920	1080	102072	7.392
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	24	176	144	25920	0.56
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	24	320	240	25936	0.984
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	24	480	360	29236	1.46
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	24	640	480	34312	2.272
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	24	1280	720	58540	5.992
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	24	1920	1080	102084	10.645
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	25	176	144	26244	0.82
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	25	320	240	26248	1.292
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	25	480	360	29244	1.96
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	25	640	480	34308	2.36
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	25	1280	720	58544	5.752
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	25	1920	1080	102084	10.813
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	29.97	176	144	27052	0.768
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	29.97	320	240	27064	1.444
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	29.97	480	360	29236	2.176
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	29.97	640	480	34312	3.044
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	29.97	1280	720	58540	7.028
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	109000	29.97	1920	1080	102092	13.673
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	12	176	144	27360	0.688
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	12	320	240	27372	1.08
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	12	480	360	29232	1.388
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	12	640	480	34276	1.66
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	12	1280	720	58532	3.732
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	12	1920	1080	102080	6.52
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	15	176	144	27976	0.652
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	15	320	240	27988	1.084
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	15	480	360	29236	1.524
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	15	640	480	34316	2.02
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	15	1280	720	58548	3.96
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	15	1920	1080	102076	7.82
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	24	176	144	28280	0.844
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	24	320	240	28288	1.348
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	24	480	360	29240	2.112
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	24	640	480	34308	2.616
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	24	1280	720	58540	6.572
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	24	1920	1080	102084	12.605
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	25	176	144	28592	0.908
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	25	320	240	28848	1.42
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	25	480	360	29236	2.096
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	25	640	480	34308	2.444
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	25	1280	720	58540	6.004
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	25	1920	1080	102084	11.601
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	29.97	176	144	29152	1.06
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	29.97	320	240	29164	1.46
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	29.97	480	360	29248	2.408
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	29.97	640	480	34312	3.324
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	29.97	1280	720	58540	7.388
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	242000	29.97	1920	1080	102092	15.273
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	12	176	144	29552	0.652
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	12	320	240	29560	1.116
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	12	480	360	29824	1.456
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	12	640	480	34312	1.956
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	12	1280	720	58532	3.572
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	12	1920	1080	102072	6.732
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	15	176	144	30100	0.7
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	15	320	240	30112	1.132
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	15	480	360	30120	1.684
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	15	640	480	34312	2.336
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	15	1280	720	58536	4.332
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	15	1920	1080	102072	7.7
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	24	176	144	30412	0.88
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	24	320	240	30424	1.488
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	24	480	360	30432	2.188
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	24	640	480	34312	3.092
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	24	1280	720	58540	5.648
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	24	1920	1080	102084	11.853
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	25	176	144	30732	0.84
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	25	320	240	30740	1.352
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	25	480	360	31004	2.22
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	25	640	480	34308	2.992
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	25	1280	720	58548	6.544
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	25	1920	1080	102088	12.493
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	29.97	176	144	31392	1.056
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	29.97	320	240	31400	1.664
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	29.97	480	360	31412	2.524
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	29.97	640	480	34316	2.736
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	29.97	1280	720	58548	7.656
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	539000	29.97	1920	1080	102092	14.153
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	12	176	144	31704	0.676
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	12	320	240	31712	1.084
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	12	480	360	31956	1.54
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	12	640	480	34316	1.992
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	12	1280	720	58528	3.28
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	12	1920	1080	102072	7.172
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	15	176	144	31984	0.784
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	15	320	240	31984	1.252
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	15	480	360	31984	1.396
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	15	640	480	34312	2.352
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	15	1280	720	58532	3.864
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	15	1920	1080	102072	8.397
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	24	176	144	32264	0.988
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	24	320	240	32280	1.464
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	24	480	360	32292	2.444
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	24	640	480	34312	3.076
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	24	1280	720	58540	6.184
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	24	1920	1080	102088	12.541
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	25	176	144	32596	0.856
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	25	320	240	32852	1.336
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	25	480	360	32872	2.424
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	25	640	480	34308	2.844
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	25	1280	720	58540	5.828
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	25	1920	1080	102084	12.165
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	29.97	176	144	33400	0.94
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	29.97	320	240	33464	1.728
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	29.97	480	360	33480	2.628
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	29.97	640	480	34312	3.66
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	29.97	1280	720	58540	7.264
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	820000	29.97	1920	1080	102096	14.185
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	12	176	144	33508	0.576
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	12	320	240	33520	1.168
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	12	480	360	33756	1.664
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	12	640	480	34276	2.264
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	12	1280	720	58528	4.82
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	12	1920	1080	102076	7.396
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	15	176	144	34052	0.58
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	15	320	240	34052	1.124
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	15	480	360	34052	1.828
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	15	640	480	34312	2.592
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	15	1280	720	58528	5.412
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	15	1920	1080	102080	9.013
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	24	176	144	34080	0.92
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	24	320	240	34088	1.524
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	24	480	360	34100	2.364
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	24	640	480	34328	2.592
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	24	1280	720	58768	6.42
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	24	1920	1080	102096	11.153
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	25	176	144	34440	0.916
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	25	320	240	34456	1.46
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	25	480	360	34464	2.416
"04t6-jw9czg"	130.35667	"mpeg4"	176	144	54590	12	27	1537	0	1564	64483	825054	0	889537	"mpeg4"	3000000	25	640	480	34476	3.056
